ID,Flybase,Accession,Gene Name,logFC,logCPM,LR,PValue,fdr,Up-regulated in
GB52430,#N/A,XR_410378.1," PREDICTED: Apis mellifera uncharacterized LOC100578365 (LOC100578365), ncRNA",-1.251635164,-1.39834985,9.461523377,0.002098267,0.01805508,Reproductive
GB44451,#N/A,XM_003251063.2," PREDICTED: Apis mellifera uncharacterized LOC100578123 (LOC100578123), mRNA",-1.24955743,1.167290101,8.327727483,0.003904447,0.027772535,Reproductive
GB40060,#N/A,XM_006560409.1," PREDICTED: Apis mellifera neuroendocrine convertase 1-like (LOC410438), mRNA",-1.248993532,0.265160454,7.207423319,0.007260265,0.042270877,Reproductive
GB50198,FBgn0261278,XM_006563509.1," PREDICTED: Apis mellifera serine/threonine-protein kinase grapes (grp), transcript variant X3, mRNA",-1.248786772,5.143170183,25.77311942,3.84E-07,3.60E-05,Reproductive
GB55464,FBgn0036354,XM_624417.3," PREDICTED: Apis mellifera POC1 centriolar protein homolog B-like (LOC552037), transcript variant X2, mRNA",-1.248266249,2.098492065,20.45264257,6.11E-06,0.000257301,Reproductive
GB49556,FBgn0014861,XM_395109.5," PREDICTED: Apis mellifera DNA replication licensing factor Mcm2-like (LOC411640), transcript variant X2, mRNA",-1.246573658,3.504497468,23.2513579,1.42E-06,9.31E-05,Reproductive
GB46246,#N/A,XM_003249406.2," PREDICTED: Apis mellifera uncharacterized LOC100577220 (LOC100577220), mRNA",-1.244589419,3.209948721,17.28302752,3.22E-05,0.00085111,Reproductive
GB52171,#N/A,XM_006561241.1," PREDICTED: Apis mellifera uncharacterized LOC550870 (LOC550870), mRNA",-1.244536359,5.803463757,13.86049661,0.000196894,0.003309734,Reproductive
GB49129,FBgn0014133,XM_392295.4," PREDICTED: Apis mellifera bifocal (bif), transcript variant 2, mRNA",-1.243577005,6.582326437,14.06839735,0.000176281,0.003050985,Reproductive
GB44561,#N/A,XM_006567611.1," PREDICTED: Apis mellifera uncharacterized LOC725148 (LOC725148), transcript variant X3, mRNA",-1.241884285,1.75136063,18.10355003,2.09E-05,0.000619721,Reproductive
GB45143,FBgn0002716,XM_001122679.3," PREDICTED: Apis mellifera meiotic W68 (mei-W68), mRNA",-1.240256131,0.437641374,12.14459226,0.000492304,0.006415997,Reproductive
GB50862,#N/A,XM_006572476.1," PREDICTED: Apis mellifera uncharacterized LOC102656663 (LOC102656663), partial mRNA",-1.239352679,3.39807869,18.20753383,1.98E-05,0.000593734,Reproductive
GB53986,FBgn0026268,XM_006572666.1," PREDICTED: Apis mellifera dehydrogenase/reductase SDR family member 11-like (LOC551640), transcript variant X1, mRNA",-1.236999321,0.306544562,9.291557541,0.002302123,0.019285043,Reproductive
GB41626,#N/A,XM_006565746.1," PREDICTED: Apis mellifera uncharacterized LOC100577180 (LOC100577180), mRNA",-1.23690374,3.168164458,27.57344705,1.51E-07,1.84E-05,Reproductive
GB50769,#N/A,XM_006561083.1," PREDICTED: Apis mellifera uncharacterized LOC408714 (LOC408714), transcript variant X4, mRNA",-1.236817551,5.242908649,17.84891535,2.39E-05,0.000684408,Reproductive
GB46971,#N/A,XM_003251807.2," PREDICTED: Apis mellifera bipolar kinesin KRP-130-like (LOC100577649), mRNA",-1.233854616,3.834893949,24.28932961,8.29E-07,6.18E-05,Reproductive
GB40925,FBgn0037554,XM_003249750.2," PREDICTED: Apis mellifera DNA polymerase iota (DNApol-iota), mRNA",-1.230137361,3.026034127,21.25739289,4.02E-06,0.000187756,Reproductive
GB49301,FBgn0030089,XM_006565279.1," PREDICTED: Apis mellifera AP-1 complex subunit gamma-1-like (LOC412884), mRNA",-1.230062057,4.781691645,24.55403285,7.23E-07,5.63E-05,Reproductive
GB47191,#N/A,XM_006571957.1," PREDICTED: Apis mellifera uncharacterized LOC100576348 (LOC100576348), transcript variant X1, mRNA",-1.228517704,2.071982291,19.93811288,8.00E-06,0.000306177,Reproductive
GB45933,FBgn0037018,XM_006563199.1," PREDICTED: Apis mellifera ATP synthase subunit s-like protein-like (LOC102655097), mRNA",-1.227495073,0.697630053,12.139613,0.00049362,0.006427637,Reproductive
GB52851,#N/A,XM_006566833.1," PREDICTED: Apis mellifera zinc finger protein 227-like (LOC411652), transcript variant X2, mRNA",-1.226189452,0.053843551,12.1713742,0.000485285,0.006384759,Reproductive
GB49603,#N/A,XR_408782.1," PREDICTED: Apis mellifera uncharacterized LOC102655779 (LOC102655779), ncRNA",-1.223652625,2.364141383,21.09074759,4.38E-06,0.000199893,Reproductive
GB45762,#N/A,XM_003249183.2," PREDICTED: Apis mellifera death-associated protein kinase 1-like (LOC411980), transcript variant X1, mRNA",-1.220740511,3.022323894,24.33367474,8.10E-07,6.11E-05,Reproductive
GB49396,#N/A,XM_391929.4," PREDICTED: Apis mellifera neurotransmitter transporter 4 (NT-4), transcript variant X2, mRNA",-1.220650734,1.574844985,17.34385929,3.12E-05,0.000831526,Reproductive
GB51589,FBgn0033039,XM_003251677.2," PREDICTED: Apis mellifera nuclear pore membrane glycoprotein 210-like (LOC100577501), mRNA",-1.220607863,4.695923213,27.41642729,1.64E-07,1.96E-05,Reproductive
GB47159,FBgn0019972,XM_395697.5," PREDICTED: Apis mellifera caspase-1-like (LOC412235), mRNA",-1.21833433,3.7562481,18.51243782,1.69E-05,0.000535333,Reproductive
GB43718,#N/A,XM_006562293.1," PREDICTED: Apis mellifera myosin 3 (Myo3), transcript variant X1, mRNA",-1.218132185,4.870517766,12.58921523,0.000387979,0.005496573,Reproductive
GB53121,#N/A,#N/A,#N/A,-1.21728698,-0.329194657,15.60202743,7.82E-05,0.00165002,Reproductive
GB54430,FBgn0052056,XM_006559196.1," PREDICTED: Apis mellifera phospholipid scramblase 2-like (LOC724207), transcript variant X7, mRNA",-1.215572703,3.484564737,27.41949847,1.64E-07,1.96E-05,Reproductive
GB55819,#N/A,#N/A,#N/A,-1.214687185,0.542864876,13.25102685,0.000272431,0.004198636,Reproductive
GB41255,#N/A,#N/A,#N/A,-1.212755465,-0.719605347,8.102798518,0.004419697,0.030076898,Reproductive
GB43729,FBgn0035761,XM_624128.3," PREDICTED: Apis mellifera FYVE, RhoGEF and PH domain-containing protein 4 (RhoGEF4), mRNA",-1.211187407,0.592478064,15.23894639,9.47E-05,0.001891603,Reproductive
GB47491,#N/A,XR_411949.1," PREDICTED: Apis mellifera uncharacterized LOC100576257 (LOC100576257), transcript variant X5, ncRNA",-1.210879193,-0.992556382,9.651230926,0.001892247,0.016774879,Reproductive
GB40411,FBgn0035293,XM_006559467.1," PREDICTED: Apis mellifera uncharacterized LOC413556 (LOC413556), mRNA",-1.209388969,5.373205686,19.84390893,8.40E-06,0.000316854,Reproductive
GB49992,FBgn0021895,XM_001121108.3," PREDICTED: Apis mellifera U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein (Snrnp27), mRNA",-1.209020619,4.872810578,25.65100991,4.09E-07,3.77E-05,Reproductive
GB42180,FBgn0013469,XM_006557408.1," PREDICTED: Apis mellifera uncharacterized LOC100577692 (LOC100577692), mRNA",-1.208884492,6.177319759,14.22707584,0.000162022,0.002874789,Reproductive
GB49541,FBgn0085430,XM_006560584.1," PREDICTED: Apis mellifera zinc finger SWIM domain-containing protein KIAA0913-like (LOC413399), transcript variant X2, mRNA",-1.208820609,7.97153378,15.59950343,7.83E-05,0.00165002,Reproductive
GB44563,#N/A,XR_410928.1," PREDICTED: Apis mellifera uncharacterized LOC100576287 (LOC100576287), ncRNA",-1.207062997,1.664129925,17.65506528,2.65E-05,0.000738356,Reproductive
GB47819,FBgn0039522,XM_006569494.1," PREDICTED: Apis mellifera uncharacterized LOC725963 (LOC725963), transcript variant X2, mRNA",-1.205835672,2.028029902,14.56539708,0.000135378,0.002502678,Reproductive
GB50420,FBgn0037741,XM_006562665.1," PREDICTED: Apis mellifera TEL2-interacting protein 1 homolog (LOC724472), mRNA",-1.205827534,2.709205967,16.1622293,5.81E-05,0.001324626,Reproductive
GB52421,FBgn0002552,XM_003250732.2," PREDICTED: Apis mellifera lines (lin), transcript variant 1, mRNA",-1.205821185,4.091276404,18.94000611,1.35E-05,0.000448545,Reproductive
GB52583,#N/A,XR_407777.1," PREDICTED: Apis mellifera uncharacterized LOC102656347 (LOC102656347), transcript variant X7, ncRNA",-1.203533698,4.821896784,26.56752777,2.54E-07,2.67E-05,Reproductive
GB52164,FBgn0263237,XM_395800.5," PREDICTED: Apis mellifera cyclin-dependent kinase 7 (Cdk7), mRNA",-1.203184147,4.632395426,36.04370512,1.93E-09,1.05E-06,Reproductive
GB49712,#N/A,XM_001123087.3," PREDICTED: Apis mellifera peptidyl-prolyl cis-trans isomerase-like 1-like (LOC727378), transcript variant X1, mRNA",-1.196905111,2.556102866,25.25990704,5.01E-07,4.45E-05,Reproductive
GB55286,FBgn0027364,XM_001120698.3," PREDICTED: Apis mellifera homeobox protein six4 (Six4), mRNA",-1.196052102,1.77234754,12.65598529,0.000374365,0.005382076,Reproductive
GB47647,#N/A,XR_409113.1," PREDICTED: Apis mellifera uncharacterized LOC102655864 (LOC102655864), ncRNA",-1.193142855,0.648569747,12.39304163,0.000430937,0.005883661,Reproductive
GB54115,#N/A,#N/A,#N/A,-1.190266826,0.279314029,9.257654981,0.002345131,0.019537616,Reproductive
GB54417,#N/A,XM_006559206.1," PREDICTED: Apis mellifera dehydrogenase/reductase SDR family member 11-like (LOC552158), transcript variant X1, mRNA",-1.190154858,1.448513793,11.21551654,0.000811162,0.009130683,Reproductive
GB45982,FBgn0002905,XM_006563153.1," PREDICTED: Apis mellifera mutagen-sensitive 308 (mus308), transcript variant X1, mRNA",-1.188680116,4.281040527,32.20520768,1.39E-08,3.36E-06,Reproductive
GB46304,FBgn0030420,XM_001121142.3," PREDICTED: Apis mellifera uncharacterized LOC725270 (LOC725270), mRNA",-1.187968601,2.639663459,11.98330156,0.000536794,0.006837486,Reproductive
GB48602,#N/A,XM_395437.5," PREDICTED: Apis mellifera G kinase-anchoring protein 1-like (LOC411970), mRNA",-1.187302691,6.05264891,18.31214621,1.88E-05,0.000573433,Reproductive
GB54326,#N/A,XM_003249106.2," PREDICTED: Apis mellifera apoptosis regulatory protein Siva-like (LOC100576487), mRNA",-1.186745323,1.526671021,18.46266954,1.73E-05,0.000542874,Reproductive
GB42511,#N/A,XM_003251835.2," PREDICTED: Apis mellifera protein rhomboid-like (LOC726936), partial mRNA",-1.184467051,4.185370944,14.21674242,0.000162915,0.002882013,Reproductive
GB43555,#N/A,NM_001242456.1," Apis mellifera ubiquitin-like with PHD and ring finger domains 1 (UHRF1), mRNA",-1.183785745,3.67793414,16.2802157,5.46E-05,0.001276066,Reproductive
GB50237,FBgn0033354,XM_006563599.1," PREDICTED: Apis mellifera uncharacterized LOC726651 (LOC726651), transcript variant X1, mRNA",-1.183283555,4.941472583,26.10060856,3.24E-07,3.20E-05,Reproductive
GB54084,FBgn0014857,XM_624496.4," PREDICTED: Apis mellifera histone H3.3-like (LOC552116), transcript variant 2, mRNA",-1.182149183,4.461566795,23.84758657,1.04E-06,7.25E-05,Reproductive
GB41987,#N/A,XM_006568520.1," PREDICTED: Apis mellifera proteasome assembly chaperone 4-like (LOC102655399), mRNA",-1.180990911,3.148814293,36.83782365,1.28E-09,7.80E-07,Reproductive
GB47135,#N/A,XM_006558171.1," PREDICTED: Apis mellifera uncharacterized LOC724177 (LOC724177), transcript variant X7, mRNA",-1.180564115,1.407948744,11.24912093,0.000796607,0.009054035,Reproductive
GB48452,FBgn0016070,XM_006562886.1," PREDICTED: Apis mellifera protein Smaug homolog 2-like (LOC409472), mRNA",-1.177405245,8.797101084,13.93868667,0.000188871,0.003203217,Reproductive
GB45246,#N/A,#N/A,#N/A,-1.17678146,-0.465144187,11.04053974,0.000891409,0.009668702,Reproductive
GB43403,FBgn0030054,XM_006570506.1," PREDICTED: Apis mellifera chromatin assembly factor 1 subunit A (Chaf1a), mRNA",-1.174609774,5.69694204,12.5279009,0.00040092,0.005599614,Reproductive
GB46452,FBgn0000996,XM_393349.5," PREDICTED: Apis mellifera double parked (dup), transcript variant X2, mRNA",-1.174344501,4.936783146,20.79309714,5.12E-06,0.000225372,Reproductive
GB55320,#N/A,XM_006571087.1," PREDICTED: Apis mellifera uncharacterized LOC100576909 (LOC100576909), transcript variant X1, mRNA",-1.173933641,2.067571128,12.99362191,0.000312554,0.004674771,Reproductive
GB43213,FBgn0033757,XM_006570405.1," PREDICTED: Apis mellifera muskelin protein (muskelin), mRNA",-1.173315948,3.997750098,16.27149934,5.49E-05,0.001279151,Reproductive
GB42025,#N/A,XM_625263.3," PREDICTED: Apis mellifera uncharacterized LOC551776 (LOC551776), transcript variant X3, mRNA",-1.172350778,2.162563885,15.66966189,7.54E-05,0.001612023,Reproductive
GB41750,#N/A,XR_120198.2," PREDICTED: Apis mellifera uncharacterized LOC100576451 (LOC100576451), transcript variant X1, ncRNA",-1.171039135,-1.453282043,11.16661576,0.000832824,0.009279036,Reproductive
GB48086,#N/A,XM_006559055.1," PREDICTED: Apis mellifera lobe (lobe), mRNA",-1.169496365,4.736537894,25.62138523,4.15E-07,3.80E-05,Reproductive
GB41081,#N/A,XM_006568133.1," PREDICTED: Apis mellifera tyrosine-protein kinase Src42A-like (LOC412588), transcript variant X5, mRNA",-1.169197518,-1.113680334,8.438743808,0.003673099,0.026719201,Reproductive
GB48401,FBgn0262987,XM_006562791.1," PREDICTED: Apis mellifera UPF0544 protein C5orf45 homolog (LOC100576957), transcript variant X2, mRNA",-1.166159388,-0.912554092,10.78028396,0.001025869,0.010721535,Reproductive
GB51713,FBgn0050389,XM_006569695.1," PREDICTED: Apis mellifera macoilin-like (LOC412398), transcript variant X3, mRNA",-1.166151199,4.032242448,19.38875451,1.07E-05,0.000378597,Reproductive
GB52760,#N/A,XM_006564868.1," PREDICTED: Apis mellifera runt-related transcription factor 1-like (LOC410535), transcript variant X3, mRNA",-1.165551475,3.423225079,17.52937923,2.83E-05,0.00077599,Reproductive
GB52167,#N/A,#N/A,#N/A,-1.164765478,1.796545723,8.530529554,0.003492381,0.025925851,Reproductive
GB40637,FBgn0039136,XM_006562284.1," PREDICTED: Apis mellifera AMME syndrome candidate gene 1 protein homolog (LOC410361), mRNA",-1.161917642,5.158818712,18.04444569,2.16E-05,0.000636326,Reproductive
GB45390,#N/A,#N/A,#N/A,-1.161810639,5.000231454,20.17437197,7.07E-06,0.000284196,Reproductive
GB53092,FBgn0013548,XM_395929.4," PREDICTED: Apis mellifera protein lethal(2)denticleless-like (LOC412472), transcript variant X2, mRNA",-1.161424671,4.102602387,21.56406476,3.42E-06,0.000167746,Reproductive
GB41788,#N/A,XM_006564597.1," PREDICTED: Apis mellifera nuclear RNA export factor 1-like (LOC725134), mRNA",-1.158346369,1.91081008,16.91636368,3.91E-05,0.000990997,Reproductive
GB48378,#N/A,XM_006562805.1," PREDICTED: Apis mellifera phosphatase nuclear targeting subunit (PNUTS), transcript variant X2, mRNA",-1.153493877,7.271849935,16.59805793,4.62E-05,0.001123247,Reproductive
GB55316,#N/A,XM_001121149.3," PREDICTED: Apis mellifera probable malate dehydrogenase, mitochondrial-like (LOC725281), transcript variant X1, mRNA",-1.152991949,1.272585339,16.00310353,6.32E-05,0.001421562,Reproductive
GB48849,FBgn0038965,XM_393046.5," PREDICTED: Apis mellifera mob as tumor suppressor (mats), transcript variant X2, mRNA",-1.152461631,3.443301594,19.65166808,9.29E-06,0.000340077,Reproductive
GB52198,FBgn0261385,XM_006561263.1," PREDICTED: Apis mellifera actin-binding protein anillin (scra), mRNA",-1.152445156,3.782083046,21.87302411,2.91E-06,0.000148544,Reproductive
GB47762,#N/A,XM_003251975.2," PREDICTED: Apis mellifera uncharacterized LOC100576351 (LOC100576351), mRNA",-1.151264199,0.96664621,7.010532258,0.008103159,0.045661787,Reproductive
GB53082,FBgn0039068,XM_006558713.1," PREDICTED: Apis mellifera uncharacterized LOC100576735 (LOC100576735), transcript variant X1, mRNA",-1.150976113,1.90831812,14.14631798,0.000169128,0.002960905,Reproductive
GB52141,FBgn0028572,XM_396101.4," PREDICTED: Apis mellifera quick-to-court (qtc), partial mRNA",-1.149953847,0.247181792,12.37721526,0.000434605,0.005910091,Reproductive
GB40831,FBgn0038211,XM_006563256.1," PREDICTED: Apis mellifera serine protease 46 (SP46), transcript variant X2, mRNA",-1.14930032,4.136682645,17.86950342,2.37E-05,0.000679603,Reproductive
GB48850,#N/A,XM_006568251.1," PREDICTED: Apis mellifera fatty-acid amide hydrolase 2-A-like (LOC551094), mRNA",-1.148928571,3.757866349,14.12718586,0.000170857,0.002987729,Reproductive
GB43877,#N/A,XM_006563770.1," PREDICTED: Apis mellifera aquaporin AQPcic-like (LOC726136), transcript variant X2, mRNA",-1.148436864,5.09739763,22.96495098,1.65E-06,0.000104404,Reproductive
GB40756,#N/A,#N/A,#N/A,-1.146753588,1.402277309,11.90267839,0.000560533,0.007043675,Reproductive
GB44981,FBgn0032910,XM_392781.5," PREDICTED: Apis mellifera epidermal retinol dehydrogenase 2-like (LOC409260), transcript variant X1, mRNA",-1.146233101,3.772546429,13.03341798,0.000305982,0.004590026,Reproductive
GB42914,#N/A,XR_409207.1," PREDICTED: Apis mellifera uncharacterized LOC102654507 (LOC102654507), ncRNA",-1.144717054,0.590033774,14.92865617,0.000111654,0.00213959,Reproductive
GB45557,FBgn0015929,XM_006557220.1," PREDICTED: Apis mellifera DNA replication licensing factor MCM4-like (LOC552291), mRNA",-1.142298207,3.36096512,25.93742561,3.53E-07,3.39E-05,Reproductive
GB55584,FBgn0016794,XM_394316.5," PREDICTED: Apis mellifera daughter of sevenless (dos), mRNA",-1.141631428,5.890532867,21.04908417,4.48E-06,0.000203067,Reproductive
GB44096,#N/A,NM_001206970.1," Apis mellifera PIH1 domain containing 1 (PIH1D1), mRNA",-1.141039539,1.041263293,12.2665947,0.000461139,0.006168546,Reproductive
GB42949,FBgn0010300,XM_006571920.1," PREDICTED: Apis mellifera brain tumor (brat), transcript variant X3, mRNA",-1.140953476,2.425237021,11.33132704,0.000762104,0.008780088,Reproductive
GB49835,#N/A,#N/A,#N/A,-1.140525744,-0.236555597,7.581534221,0.005896923,0.036530632,Reproductive
GB41982,FBgn0003334,XM_001121788.3," PREDICTED: Apis mellifera polycomb protein Scm (Scm), transcript variant X1, mRNA",-1.14033794,3.734800978,28.02348491,1.20E-07,1.61E-05,Reproductive
GB50876,FBgn0053126,XM_003250775.2," PREDICTED: Apis mellifera apolipoprotein D-like (LOC100578744), mRNA",-1.139809084,0.841417564,9.591208481,0.001955112,0.017153514,Reproductive
GB47008,#N/A,XM_393566.5," PREDICTED: Apis mellifera uncharacterized LOC410079 (LOC410079), transcript variant X1, mRNA",-1.138809662,4.845575859,35.28069436,2.85E-09,1.31E-06,Reproductive
GB42521,#N/A,#N/A,#N/A,-1.138373049,0.544894309,11.16510798,0.000833501,0.009279036,Reproductive
GB50427,FBgn0039125,XM_006562647.1," PREDICTED: Apis mellifera nucleoporin NDC1-like (LOC100576125), mRNA",-1.136079435,3.224692637,22.12435596,2.56E-06,0.000136736,Reproductive
GB46328,#N/A,#N/A,#N/A,-1.135699944,-1.276739714,8.223492307,0.004135155,0.028893428,Reproductive
GB54876,#N/A,XM_006568146.1," PREDICTED: Apis mellifera uncharacterized LOC102655677 (LOC102655677), transcript variant X1, mRNA",-1.134177924,2.633075151,16.43659387,5.03E-05,0.001200047,Reproductive
GB47726,FBgn0069969,XM_006558575.1," PREDICTED: Apis mellifera uncharacterized LOC102654789 (LOC102654789), mRNA",-1.129780359,2.489806667,10.09381942,0.001487674,0.014050155,Reproductive
GB40930,#N/A,#N/A,#N/A,-1.127590412,-0.426472809,8.067547915,0.004506506,0.030435941,Reproductive
GB47324,FBgn0010398,XM_001121304.3," PREDICTED: Apis mellifera leucine-rich repeat protein 1-like (LOC725461), mRNA",-1.126154105,0.229865212,12.19631262,0.000478841,0.006343909,Reproductive
GB40149,#N/A,XM_006560399.1," PREDICTED: Apis mellifera COMM domain-containing protein 7-like (LOC102654920), mRNA",-1.122153098,-0.025420386,11.00194007,0.000910166,0.009844159,Reproductive
GB44601,#N/A,XM_006567927.1," PREDICTED: Apis mellifera THAP domain-containing protein 4-like (LOC100578382), mRNA",-1.121399402,2.238992164,12.20465471,0.000476704,0.006326636,Reproductive
GB47556,#N/A,XM_006561392.1," PREDICTED: Apis mellifera tyrosine-protein kinase Btk29A-like (LOC100577206), transcript variant X5, mRNA",-1.12065871,5.389039075,20.39320623,6.31E-06,0.00026323,Reproductive
GB51526,FBgn0033081,XM_393581.5," PREDICTED: Apis mellifera geminin protein (geminin), transcript variant X3, mRNA",-1.118676291,5.062256793,31.02693819,2.54E-08,5.16E-06,Reproductive
GB56021,#N/A,XM_003251749.2," PREDICTED: Apis mellifera DNA replication licensing factor MCM8-like (LOC100578111), mRNA",-1.118056996,0.390873413,13.57790067,0.000228864,0.003680231,Reproductive
GB45154,#N/A,NM_001278680.1," Apis mellifera ADP-ribosylation factor-like protein 2-binding protein-like (LOC552232), mRNA",-1.116114206,3.965713908,18.56667041,1.64E-05,0.000524867,Reproductive
GB41431,#N/A,XR_410219.1," PREDICTED: Apis mellifera uncharacterized LOC100577843 (LOC100577843), transcript variant X1, ncRNA",-1.11586566,0.158389595,11.35551656,0.000752242,0.008706069,Reproductive
GB54613,#N/A,XM_001123351.3," PREDICTED: Apis mellifera guanine nucleotide-binding protein subunit alpha homolog (LOC727645), partial mRNA",-1.115763041,1.745693599,10.27794076,0.001346301,0.01301371,Reproductive
GB48747,#N/A,#N/A,#N/A,-1.115015195,2.126382804,14.7282539,0.000124171,0.002326646,Reproductive
GB46377,#N/A,XM_396715.4," PREDICTED: Apis mellifera kelch-like protein 10-like (LOC413270), mRNA",-1.114043272,3.818494216,13.62630228,0.000223039,0.003613322,Reproductive
GB54908,#N/A,XR_412204.1," PREDICTED: Apis mellifera uncharacterized LOC100576697 (LOC100576697), ncRNA",-1.112567412,4.469843537,11.10446504,0.000861201,0.009511191,Reproductive
GB46116,#N/A,XM_006569860.1," PREDICTED: Apis mellifera uncharacterized LOC408723 (LOC408723), transcript variant X2, mRNA",-1.112218354,1.943208936,19.15744114,1.20E-05,0.00041289,Reproductive
GB50246,FBgn0011771,XM_006563612.1," PREDICTED: Apis mellifera transmembrane protein HEM-2 (Hem-2), mRNA",-1.111845276,5.103385783,26.63296703,2.46E-07,2.61E-05,Reproductive
GB44334,FBgn0036974,XM_006568373.1," PREDICTED: Apis mellifera eukaryotic peptide chain release factor subunit 1-like (LOC725555), mRNA",-1.11109975,3.684424639,32.19590108,1.39E-08,3.36E-06,Reproductive
GB49561,#N/A,XM_006560543.1," PREDICTED: Apis mellifera no mechanoreceptor potential B (nompB), transcript variant X1, mRNA",-1.108728254,2.486179766,15.22486033,9.54E-05,0.001903264,Reproductive
GB53714,#N/A,XM_003250336.2," PREDICTED: Apis mellifera zinc finger protein 480-like (LOC100578116), mRNA",-1.107878922,3.789038822,15.25861771,9.37E-05,0.001879413,Reproductive
GB48560,FBgn0034494,XM_393390.4," PREDICTED: Apis mellifera putative sodium-dependent multivitamin transporter-like (LOC409899), mRNA",-1.107098401,3.795654595,18.91365526,1.37E-05,0.000451817,Reproductive
GB45046,FBgn0035918,XM_006566341.1," PREDICTED: Apis mellifera cell division control protein 6 homolog (Cdc6), mRNA",-1.105051138,2.3600929,15.33245288,9.02E-05,0.001830606,Reproductive
GB46148,FBgn0000384,XM_394382.4," PREDICTED: Apis mellifera guanine nucleotide-binding protein subunit alpha homolog (LOC410906), mRNA",-1.104927885,3.054374446,14.2833312,0.000157251,0.002804683,Reproductive
GB53181,#N/A,#N/A,#N/A,-1.104506719,1.454131014,12.55506874,0.000395133,0.005552136,Reproductive
GB47295,FBgn0029764,XM_006564393.1," PREDICTED: Apis mellifera uncharacterized LOC724955 (LOC724955), transcript variant X3, mRNA",-1.098919898,4.31636535,19.37276486,1.08E-05,0.000380005,Reproductive
GB44378,#N/A,#N/A,#N/A,-1.096265813,1.343868136,15.99176576,6.36E-05,0.001427988,Reproductive
GB42684,#N/A,XM_006561891.1," PREDICTED: Apis mellifera probable histone-lysine N-methyltransferase NSD2-like (LOC100577330), mRNA",-1.089524796,2.284672216,20.75632466,5.22E-06,0.000228417,Reproductive
GB54132,FBgn0011762,XM_006563081.1," PREDICTED: Apis mellifera DNA primase small subunit (DNApol-alpha50), mRNA",-1.088376452,2.314044158,19.20938721,1.17E-05,0.000405467,Reproductive
GB52654,#N/A,XM_006572195.1," PREDICTED: Apis mellifera uncharacterized LOC725523 (LOC725523), transcript variant X2, mRNA",-1.087610465,2.082552001,25.86919654,3.65E-07,3.47E-05,Reproductive
GB51297,#N/A,#N/A,#N/A,-1.086201444,4.51362872,25.93886834,3.52E-07,3.39E-05,Reproductive
GB47646,#N/A,#N/A,#N/A,-1.08390552,0.765805302,10.90316967,0.000959998,0.010261878,Reproductive
GB40743,#N/A,XM_006563256.1," PREDICTED: Apis mellifera serine protease 46 (SP46), transcript variant X2, mRNA",-1.083838882,2.33374169,14.05282178,0.000177747,0.003072858,Reproductive
GB41122,#N/A,XM_006558909.1," PREDICTED: Apis mellifera tetratricopeptide repeat domain 21B (TTC21B), transcript variant X1, mRNA",-1.082726836,3.516514868,27.32181531,1.72E-07,2.03E-05,Reproductive
GB50132,FBgn0023423,XM_623912.4," PREDICTED: Apis mellifera supernumerary limbs (slmb), transcript variant X2, mRNA",-1.081309114,4.934109817,18.68447873,1.54E-05,0.000499728,Reproductive
GB48433,#N/A,XM_001121369.3," PREDICTED: Apis mellifera Sjoegren syndrome nuclear autoantigen 1 homolog (LOC725536), transcript variant X1, mRNA",-1.080571439,0.124665782,13.47834761,0.000241332,0.003824072,Reproductive
GB44177,FBgn0011648,XM_006567242.1," PREDICTED: Apis mellifera mothers against dpp (Mad), mRNA",-1.079055353,4.887457989,22.15137028,2.52E-06,0.000135781,Reproductive
GB51255,#N/A,XM_006559403.1," PREDICTED: Apis mellifera uncharacterized LOC100578129 (LOC100578129), mRNA",-1.078863982,3.765320253,9.371564406,0.002203774,0.018635806,Reproductive
GB48563,FBgn0037094,XM_006564143.1," PREDICTED: Apis mellifera WD repeat-containing protein 26-like (LOC724976), mRNA",-1.07797624,4.221734837,18.74085101,1.50E-05,0.000488294,Reproductive
GB54600,FBgn0259113,XM_006562364.1," PREDICTED: Apis mellifera DNA polymerase alpha catalytic subunit-like (LOC725611), mRNA",-1.076295024,3.10888638,19.33952264,1.09E-05,0.000383999,Reproductive
GB49300,#N/A,#N/A,#N/A,-1.076291193,-0.02577636,12.7205898,0.000361652,0.005238951,Reproductive
GB46881,FBgn0067622,XM_001121988.3," PREDICTED: Apis mellifera COMM domain-containing protein 5-like (LOC726232), transcript variant X1, mRNA",-1.076112962,1.344602632,12.42802467,0.000422939,0.005816272,Reproductive
GB47060,#N/A,XM_394394.5," PREDICTED: Apis mellifera uncharacterized LOC410918 (LOC410918), transcript variant X8, mRNA",-1.075922196,3.633690033,14.33844993,0.000152714,0.002759379,Reproductive
GB42108,#N/A,XR_120678.2," PREDICTED: Apis mellifera uncharacterized LOC100577185 (LOC100577185), transcript variant X1, ncRNA",-1.071666247,0.853983495,7.211688719,0.007243031,0.042202878,Reproductive
GB53614,FBgn0002044,XM_393406.5," PREDICTED: Apis mellifera second mitotic wave missing (swm), transcript variant X2, mRNA",-1.069685267,6.630549181,13.96584781,0.000186162,0.003171358,Reproductive
GB45093,#N/A,#N/A,#N/A,-1.069501243,1.032467327,7.868430961,0.005030528,0.032752318,Reproductive
GB45338,#N/A,#N/A,#N/A,-1.069255362,-0.205251056,7.844630293,0.005097188,0.033072959,Reproductive
